MachineID,Date,Failure,RepairType,DowntimeHours
M019,2025/04/06,N,,2
M010,01-02-2025,N,Minor,6
M046,2025/01/24,Y,Major,2
M038,2025/02/20,Y,Minor,8
M011,2025/04/14,N,,14
M033,04-02-2025,Y,,8
M095,2025/05/04,Y,Minor,2
M011,26-06-2025,N,Minor,2
M008,22-03-2025,Y,Major,14
M029,2025/02/16,Y,,1
M033,12-01-2025,Y,Minor,8
M027,2025/01/06,N,Minor,9
M056,2025-01-19,Y,Minor,9
M079,18-02-2025,Y,,10
M049,29-03-2025,Y,Minor,2
M083,2025/03/09,N,Minor,1
M091,2025-07-12,Y,Major,5
M060,23-04-2025,N,Major,2
M051,15-01-2025,N,Major,2
M042,2025-01-29,N,Major,9
M051,2025/04/23,N,Major,12
M092,2025-06-28,Y,Minor,15
M072,04-01-2025,Y,Major,4
M040,01-05-2025,N,,6
M047,12-05-2025,N,Major,6
M006,2025/06/05,Y,Major,5
M080,2025-03-05,Y,Minor,5
M054,03-01-2025,Y,,13
M050,26-03-2025,N,Minor,9
M060,10-02-2025,N,Minor,9
M092,2025/02/11,Y,Major,12
M004,2025/03/20,Y,,3
M069,2025/05/03,N,,8
M056,2025-02-23,N,Minor,2
M100,2025/07/19,N,,15
M034,30-04-2025,N,,8
M010,2025-03-09,N,Minor,2
M065,2025-04-20,Y,Minor,8
M035,17-03-2025,Y,Major,7
M080,2025-05-25,N,Minor,1
M060,2025/07/06,N,Major,1
M032,2025-06-25,Y,,12
M073,19-01-2025,Y,Minor,5
M033,01-07-2025,N,Major,10
M047,2025/04/07,Y,,14
M092,2025-02-13,N,Major,5
M079,2025-05-01,N,,14
M070,2025/01/29,N,Major,8
M029,04-06-2025,Y,Minor,12
M094,2025/01/29,N,Major,12
M010,2025/05/28,N,,11
M057,2025-01-12,N,Major,4
M069,29-06-2025,Y,Major,10
M046,2025-01-18,N,Major,8
M045,2025-03-13,N,,4
M094,11-07-2025,Y,Minor,12
M033,2025-03-08,N,Minor,10
M061,27-01-2025,Y,Major,14
M081,2025/06/04,N,,8
M095,2025/05/30,N,Major,13
M014,23-02-2025,N,,3
M028,2025/03/14,Y,,9
M010,2025/06/29,N,,15
M093,30-03-2025,Y,Minor,8
M026,2025/06/05,Y,,2
M006,2025/02/17,N,Major,13
M090,2025-05-31,N,,3
M086,2025-02-01,N,Minor,7
M003,2025/02/23,Y,Major,14
M006,12-06-2025,N,Major,11
M048,25-01-2025,N,,11
M065,26-05-2025,N,,7
M002,2025-05-01,Y,Minor,8
M088,2025-03-10,Y,,7
M072,22-03-2025,Y,Major,13
M027,2025-06-22,Y,Major,9
M029,2025/05/13,Y,Minor,5
M030,2025/03/05,Y,Minor,4
M085,2025-04-18,N,Major,4
M003,2025/01/21,Y,,6
M100,2025-04-27,Y,Minor,5
M026,2025/04/20,N,,2
M088,2025-02-21,N,,7
M085,30-05-2025,Y,Major,8
M042,2025-01-20,N,Minor,4
M018,2025-04-20,Y,Minor,6
M063,06-05-2025,N,,1
M027,2025-03-27,Y,,8
M062,16-01-2025,N,Minor,9
M048,05-07-2025,N,,9
M085,2025/04/30,N,Major,9
M026,2025/06/23,N,Major,14
M025,2025/07/19,Y,,6
M005,2025/03/04,N,,3
M091,06-02-2025,N,,15
M058,10-05-2025,N,Major,15
M095,2025-05-19,Y,Minor,7
M055,2025/02/19,N,,10
M055,19-03-2025,Y,Major,2
M004,2025-04-05,N,,6
M038,30-03-2025,N,,5
M045,10-02-2025,Y,Minor,9
M037,29-03-2025,Y,Major,9
M089,2025-01-10,N,Major,10
M015,2025-04-19,N,Major,10
M093,2025/02/05,N,,15
M095,07-05-2025,N,Minor,2
M003,2025/01/20,N,Major,14
M086,06-01-2025,Y,,8
M086,2025-01-31,N,Major,8
M012,2025-02-18,N,Major,3
M088,06-03-2025,Y,Minor,12
M008,15-05-2025,Y,Minor,11
M031,2025-01-09,Y,,15
M081,19-05-2025,N,Major,14
M098,08-03-2025,Y,Major,14
M015,2025-05-26,Y,,4
M042,2025-03-22,N,Major,10
M040,2025/04/25,N,,5
M092,2025/02/15,N,,15
M007,2025/06/29,N,Minor,12
M003,2025/04/26,N,Minor,1
M055,30-04-2025,N,Minor,14
M051,2025-06-22,N,Major,15
M037,2025-01-23,Y,,2
M038,2025-05-29,N,Minor,10
M014,2025-02-05,Y,,1
M096,05-06-2025,N,,12
M007,08-07-2025,Y,,8
M021,2025/04/14,Y,,6
M017,04-07-2025,Y,,15
M084,17-05-2025,N,,1
M048,2025/04/02,Y,,9
M039,15-05-2025,N,Minor,13
M030,31-03-2025,N,,1
M025,2025/06/12,N,Major,13
M005,2025-01-22,N,,14
M028,2025/03/16,Y,Major,7
M059,05-01-2025,N,,3
M006,2025/02/03,Y,Minor,5
M077,2025/03/27,Y,,1
M007,2025-01-10,N,Major,4
M074,02-03-2025,Y,Minor,11
M099,09-02-2025,Y,,8
M073,07-03-2025,Y,,8
M057,2025/03/08,N,Major,1
M057,2025-06-03,N,,11
M023,2025-02-12,Y,,6
M041,03-03-2025,Y,Minor,4
M009,2025/05/18,Y,Minor,13
M065,06-05-2025,N,Minor,2
M053,2025/05/07,Y,Major,6
M005,26-05-2025,N,,10
M046,15-07-2025,N,Major,2
M057,2025-02-26,Y,,7
M017,05-03-2025,N,,5
M044,2025-05-12,N,Minor,9
M059,24-02-2025,N,Minor,11
M087,17-02-2025,Y,Major,5
M100,2025/06/15,Y,Major,8
M024,13-04-2025,Y,Major,6
M023,2025-01-22,N,Major,4
M005,01-01-2025,N,Minor,8
M098,25-03-2025,N,,10
M055,27-01-2025,N,Major,12
M026,2025/04/04,Y,,8
M068,05-06-2025,Y,,5
M017,2025/07/15,N,,13
M074,2025-06-29,Y,Major,1
M090,2025-06-10,N,Minor,6
M040,2025-06-02,Y,,14
M039,2025/02/15,Y,Major,10
M022,2025/01/01,N,Minor,5
M015,2025/06/07,Y,Minor,4
M089,2025/02/10,Y,,8
M027,2025/01/16,Y,,10
M038,28-01-2025,Y,Major,14
M039,27-05-2025,Y,,9
M031,2025-07-02,N,,3
M090,07-04-2025,N,Minor,5
M054,21-05-2025,Y,Minor,1
M095,06-02-2025,N,,1
M047,2025-06-06,Y,,2
M018,2025-06-10,N,Minor,2
M081,2025-03-30,Y,,13
M072,19-02-2025,Y,Major,14
M012,2025/03/29,N,Major,14
M016,2025-02-15,Y,Minor,5
M009,2025-04-27,Y,,10
M091,27-04-2025,Y,Major,5
M038,2025/01/20,Y,Major,8
M015,2025/03/22,Y,Minor,12
M088,19-02-2025,N,,3
M041,05-07-2025,N,,10
M069,2025-04-21,Y,Major,10
M095,24-06-2025,Y,Minor,11
M050,2025-04-17,N,Minor,14
M009,2025/02/14,N,,2
M051,2025-04-10,Y,Minor,7
M001,24-02-2025,N,,7
M009,2025/01/30,N,Major,7
M017,2025/04/28,N,Minor,3
M021,2025-01-22,Y,Major,3
M007,2025-07-08,Y,,14
M040,05-03-2025,Y,Major,6
M023,2025/07/15,Y,Major,13
M012,2025/01/03,Y,,2
M075,2025/03/05,N,Minor,2
M025,2025/01/15,N,,9
M084,2025/02/07,Y,,3
M033,2025/01/08,N,Minor,15
M008,2025-01-08,Y,Major,7
M075,2025-01-10,Y,Major,6
M042,2025-01-01,N,Minor,15
M044,31-03-2025,N,Major,10
M091,2025/07/13,N,Major,14
M066,18-02-2025,N,,9
M071,2025/01/11,Y,Minor,13
M032,2025/05/11,N,Major,13
M099,2025/07/01,Y,,9
M062,10-02-2025,Y,Minor,14
M029,2025/04/17,Y,Minor,12
M072,2025-03-13,N,Major,15
M022,2025/05/26,N,Major,11
M021,2025/01/20,Y,,2
M031,2025/01/31,Y,Major,9
M100,2025/05/26,N,Minor,2
M091,2025/05/24,Y,Minor,6
M046,27-06-2025,Y,Major,5
M019,17-02-2025,N,Minor,4
M027,27-05-2025,N,,7
M073,2025-03-03,Y,Major,6
M091,2025/01/12,Y,,4
M019,2025/06/15,N,Major,3
M052,2025-02-25,N,,10
M074,18-06-2025,Y,,1
M055,2025-04-07,N,,13
M073,17-01-2025,Y,Major,9
M091,2025/04/27,N,Minor,8
M073,22-01-2025,N,Major,14
M088,2025-05-10,Y,Minor,15
M026,2025-03-07,Y,,13
M026,2025-04-03,N,,7
M082,2025/05/17,N,Minor,14
M049,2025-06-04,N,,5
M100,20-04-2025,N,Major,10
M016,27-03-2025,N,Minor,10
M093,13-03-2025,Y,,4
M072,2025/03/09,Y,,12
M016,17-03-2025,N,Major,3
M079,2025/04/15,N,,4
M084,2025/07/17,Y,Minor,14
M015,20-04-2025,Y,Minor,12
M077,07-03-2025,Y,Minor,6
M094,2025-01-27,N,Minor,2
M067,11-02-2025,Y,Minor,2
M063,2025/03/26,N,,13
M018,2025/02/07,Y,Minor,10
M003,2025/03/24,N,Major,1
M011,16-07-2025,Y,Major,8
M077,2025-03-06,Y,Minor,10
M026,2025/01/09,N,Minor,7
M090,09-07-2025,N,Major,5
M058,2025/05/21,N,,2
M009,2025-04-21,N,,8
M040,2025-06-03,Y,,1
M080,2025/06/07,Y,,8
M037,12-02-2025,N,Minor,3
M080,2025-05-15,Y,Minor,3
M073,2025-05-11,Y,Minor,12
M094,2025/04/21,N,Minor,1
M049,2025-03-01,Y,Minor,14
M002,2025/01/31,Y,,8
M033,05-07-2025,Y,Minor,6
M011,2025-06-25,Y,Minor,1
M066,09-05-2025,Y,,15
M024,30-01-2025,Y,Minor,5
M032,2025-02-04,N,Minor,8
M068,2025/04/29,N,Minor,2
M080,2025/02/18,Y,,13
M018,2025/02/19,N,,1
M089,2025-07-16,Y,Major,13
M036,28-04-2025,Y,Major,11
M079,2025/04/22,N,Major,6
M014,06-01-2025,Y,,4
M047,2025-06-22,Y,Minor,12
M088,2025-03-01,N,Major,3
M021,2025/01/02,N,Minor,4
M052,31-05-2025,N,,1
M056,05-06-2025,Y,Major,13
M041,2025/06/20,Y,,4
M005,2025/02/04,N,Minor,15
M047,2025/04/26,N,Minor,6
M074,2025-04-20,Y,,2
M063,2025-01-25,Y,Major,12
M062,21-01-2025,N,Minor,14
M094,30-05-2025,Y,Major,1
M036,2025-03-28,N,Major,11
M047,2025-03-10,Y,Major,3
M008,2025-02-28,Y,,7
M030,2025-06-15,Y,Minor,11
M002,2025-07-07,N,Major,6
M036,2025-06-11,Y,Major,1
M059,03-03-2025,N,Minor,13
M082,2025/03/15,N,Minor,7
M079,2025-05-08,N,Minor,7
M085,11-06-2025,Y,Major,4
M021,2025/07/06,N,,2
M081,2025/05/15,N,,13
M019,09-01-2025,Y,Major,11
M033,04-07-2025,Y,Minor,10
M080,2025/04/15,Y,Minor,10
M091,2025/01/31,N,,12
M078,2025/04/06,Y,Minor,1
M043,2025/06/07,Y,Major,6
M093,2025/02/05,Y,,7
M076,2025-06-07,Y,Major,2
M022,06-06-2025,N,Major,7
M021,09-03-2025,N,,10
M049,17-01-2025,N,Minor,13
M001,27-05-2025,N,,12
M031,2025-03-04,Y,,7
M079,2025-02-25,Y,Minor,14
M060,2025-05-30,Y,,6
M063,03-07-2025,Y,,13
M007,01-03-2025,N,,4
M026,2025-04-18,Y,,4
M033,20-04-2025,N,Major,6
M094,20-04-2025,N,Major,2
M076,2025/07/13,N,,6
M094,2025/06/29,Y,Major,11
M066,2025-01-23,N,Minor,13
M005,28-05-2025,Y,,11
M081,2025/07/13,Y,Major,13
M042,2025-04-02,Y,,3
M017,2025/06/13,Y,Minor,10
M083,2025-01-23,Y,,2
M083,25-02-2025,N,,14
M071,2025-01-23,Y,,3
M046,2025/06/13,N,Minor,7
M022,2025/01/26,N,Major,14
M059,2025/03/27,N,,2
M028,19-05-2025,Y,,9
M001,2025-02-26,N,Minor,5
M017,2025/06/10,Y,Minor,14
M086,23-01-2025,Y,Minor,9
M084,19-05-2025,N,,8
M051,2025/02/10,N,Minor,12
M089,2025-04-17,N,Major,12
M060,2025/05/22,Y,,5
M084,2025/05/30,N,,7
M022,12-01-2025,N,Major,9
M004,2025/02/14,N,,14
M069,05-04-2025,N,Minor,10
M034,20-03-2025,Y,Minor,14
M012,2025-02-22,Y,Minor,1
M033,2025/05/07,N,Major,10
M088,11-07-2025,N,Minor,15
M038,2025/05/24,Y,,1
M040,2025/03/29,Y,,10
M053,2025-06-14,Y,,8
M009,07-05-2025,N,Major,15
M071,2025/03/06,Y,,1
M032,2025/04/07,Y,,5
M057,2025/01/26,N,,10
M060,2025/01/27,N,Minor,1
M085,2025-05-05,Y,,1
M027,2025-01-02,N,Minor,14
M009,2025-03-20,Y,,5
M046,2025-01-09,N,Major,3
M088,2025-06-09,Y,Major,8
M073,2025-07-19,N,Major,2
M015,2025/05/17,Y,Major,4
M030,2025-04-23,Y,Minor,4
M079,2025-03-08,Y,,9
M084,23-01-2025,N,Minor,11
M059,18-06-2025,N,,5
M099,23-01-2025,N,,4
M065,2025/01/06,Y,,15
M018,2025/01/16,N,,13
M024,17-04-2025,Y,Minor,3
M002,2025-01-27,Y,,10
M069,2025-07-13,Y,Minor,1
M076,2025-01-05,N,Major,11
M041,11-04-2025,Y,,9
M043,2025/02/09,N,,5
M050,2025/02/10,N,,6
M010,2025/04/13,Y,,4
M043,2025-03-07,Y,,9
M014,12-01-2025,Y,,13
M048,16-07-2025,Y,Minor,14
M055,2025/03/03,Y,Major,2
M087,11-01-2025,N,,3
M060,12-07-2025,N,Minor,13
M041,10-03-2025,N,Minor,6
M087,2025/05/24,Y,Major,2
M078,2025-05-19,N,Major,15
M078,2025-07-12,Y,,5
M039,2025-03-17,Y,Minor,9
M093,21-02-2025,Y,Minor,3
M017,2025-01-27,N,,4
M023,2025-04-03,Y,Minor,11
M095,2025/05/09,Y,Major,6
M044,2025-06-11,N,,10
M085,2025/01/08,N,Major,5
M040,19-03-2025,Y,Major,11
M032,2025-01-15,Y,,1
M079,2025/06/03,N,Major,10
M010,2025-02-24,N,,5
M002,2025-06-17,Y,,13
M056,31-03-2025,N,Minor,8
M016,2025-07-14,N,Minor,6
M035,05-02-2025,N,,14
M055,2025-02-27,Y,Minor,5
M011,2025-04-05,Y,,2
M097,15-02-2025,Y,,8
M080,2025-06-25,N,,8
M030,2025-02-17,N,,12
M071,01-03-2025,N,Minor,14
M095,2025-02-15,Y,,14
M062,2025/04/12,Y,,1
M075,2025-02-16,N,,15
M025,2025/06/15,Y,,8
M006,2025-05-23,Y,Minor,14
M001,18-01-2025,Y,,5
M003,2025/05/11,N,Minor,9
M025,2025-02-06,N,Minor,11
M053,2025/04/04,N,Minor,10
M035,2025/04/15,Y,Major,15
M008,21-05-2025,N,,3
M049,2025/03/04,N,,12
M029,2025-01-03,N,,14
M017,2025/03/12,N,Minor,12
M095,2025/06/29,N,Minor,15
M055,2025/06/01,N,Major,14
M005,2025-02-01,Y,,8
M052,2025/04/03,Y,Minor,2
M012,2025-04-25,Y,Minor,11
M020,2025-06-02,Y,,8
M036,28-04-2025,Y,,15
M022,08-06-2025,Y,Minor,3
M070,2025-05-05,N,Minor,7
M090,2025-01-19,N,Minor,10
M067,2025/05/06,Y,Major,15
M013,2025-05-21,N,,9
M053,07-04-2025,Y,,6
M008,2025/01/02,N,Minor,13
M052,2025-05-28,N,,10
M081,22-01-2025,Y,Major,15
M086,16-02-2025,Y,,5
M082,2025/07/08,Y,,6
M079,02-04-2025,N,Major,8
M055,23-01-2025,Y,Major,14
M029,19-05-2025,Y,Major,2
M053,2025/05/19,N,Major,5
M073,2025/06/30,N,,14
M025,13-01-2025,Y,,5
M081,29-04-2025,N,Minor,15
M019,2025/01/09,N,,5
M033,2025/02/19,Y,Major,7
M084,2025-03-11,Y,Minor,15
M027,2025-04-18,Y,,10
M010,2025-06-23,Y,Minor,14
M069,2025-02-15,N,Minor,6
M075,2025/07/11,N,Major,6
M036,2025/02/06,Y,Minor,3
M022,2025/01/06,N,,14
M087,2025-05-08,Y,Major,8
M046,2025/05/16,N,Minor,13
M068,2025-05-10,Y,,11
M081,18-06-2025,N,,11
M047,2025/04/09,N,,15
M023,2025-05-11,Y,Minor,8
M066,2025/03/30,Y,,1
M087,2025/05/13,Y,,2
M039,2025/01/27,Y,,10
M037,2025/04/16,N,Major,7
M073,2025-02-20,Y,Minor,5
M071,09-04-2025,Y,Minor,11
M036,2025-05-10,N,Minor,8
M054,2025-01-17,N,Minor,6
M046,2025/03/28,Y,Minor,3
M025,14-05-2025,N,Minor,5
M024,2025/04/06,N,,4
M010,2025-05-17,N,,2
M038,2025-03-17,Y,Major,3
M042,17-05-2025,Y,Minor,5
M074,2025-06-27,Y,Major,5
M015,09-07-2025,Y,,11
M005,2025/06/28,N,,10
M081,2025-05-13,Y,Major,7
M090,10-06-2025,N,Minor,2
M060,2025-02-06,Y,,7
M012,2025-05-25,N,Major,5
M018,29-05-2025,N,,10
M094,2025/03/30,Y,Major,5
M014,2025-06-22,Y,,6
M026,2025/01/26,N,Major,5
M090,2025/04/07,Y,,4
M076,2025-06-24,Y,,12
M049,2025/07/03,N,,10
M073,2025-04-09,Y,,15
M089,24-06-2025,N,,1
M012,2025/03/19,N,,11
M034,2025/05/02,N,Minor,13
M088,2025-05-03,N,Minor,8
M081,2025/05/01,N,,15
M051,2025/03/28,N,Minor,13
M028,19-05-2025,Y,,5
M016,2025-03-20,N,Minor,3
M047,2025/01/18,Y,Minor,11
M099,27-05-2025,N,Minor,15
M017,26-01-2025,Y,Minor,15
M010,2025/05/24,N,,11
M026,2025/01/28,N,,12
M075,2025/02/25,Y,Major,1
M046,2025-01-01,N,,15
M031,2025-05-22,Y,Minor,6
M022,2025/04/08,N,,8
M044,16-05-2025,Y,,15
M045,10-02-2025,N,,13
M098,2025/01/14,N,,8
M026,2025/07/17,Y,Major,3
M015,2025/06/21,Y,Major,2
M008,2025/01/26,N,,6
M083,2025/01/27,N,,13
M009,04-07-2025,Y,Minor,10
M076,2025-01-31,N,,13
M050,18-05-2025,Y,,1
M021,2025-01-31,N,Major,13
M044,2025/06/25,N,,6
M011,12-07-2025,Y,,15
M075,2025/05/30,N,Minor,9
M018,17-01-2025,Y,,7
M046,03-04-2025,N,Major,11
M067,2025-02-27,N,,4
M002,2025/07/14,Y,,7
M097,11-01-2025,Y,,8
M040,2025/05/29,Y,Minor,2
M081,2025/04/13,N,,2
M047,23-03-2025,Y,,2
M076,2025/03/07,N,Minor,4
M078,18-05-2025,Y,Minor,7
M022,13-05-2025,N,,1
M049,14-06-2025,Y,Major,15
M021,25-05-2025,N,,2
M093,18-06-2025,Y,Major,14
M012,2025/04/30,N,,13
M071,2025-03-15,Y,Minor,1
M025,2025/02/12,Y,Minor,15
M093,2025-05-16,Y,,15
M065,2025-05-10,Y,Minor,7
M075,2025-04-11,Y,Major,15
M069,09-01-2025,N,,14
M021,30-06-2025,N,Minor,12
M025,2025-05-27,N,Major,1
M077,2025/01/19,Y,,9
M042,26-06-2025,Y,Minor,9
M082,2025/03/07,N,Minor,11
M009,2025/06/10,N,Major,10
M085,2025/04/17,Y,,10
M035,2025/03/13,Y,,14
M056,2025-01-09,Y,Major,15
M013,24-03-2025,Y,,14
M019,2025/05/29,Y,,14
M072,2025-02-20,N,Major,7
M100,2025/01/22,Y,,6
M008,2025-04-02,Y,,7
M061,21-05-2025,Y,Major,8
M001,13-07-2025,N,Minor,10
M028,2025-01-01,N,,6
M083,03-01-2025,Y,Major,14
M020,2025-06-17,Y,Major,13
M014,11-05-2025,Y,,11
M006,02-06-2025,N,,9
M058,2025/04/24,N,Major,3
M035,2025/06/04,N,Major,3
M062,2025/01/14,N,,9
M047,2025-03-01,Y,,7
M022,21-05-2025,N,Minor,8
M067,31-05-2025,N,Minor,9
M055,2025-03-20,N,,15
M041,2025-05-09,Y,Major,15
M090,2025-02-01,N,Major,8
M093,2025-06-25,N,Minor,2
M051,2025-01-17,Y,Minor,10
M051,08-01-2025,N,Minor,13
M027,2025-04-16,N,Major,1
M030,2025-03-30,N,Minor,11
M032,2025/01/25,N,,1
M085,2025/03/30,Y,Minor,1
M071,2025/04/10,N,Major,14
M024,2025-04-16,N,Major,13
M015,2025/04/11,N,Minor,5
M010,2025-01-22,N,Major,1
M024,2025-01-11,N,,8
M069,16-03-2025,N,Major,5
M054,27-02-2025,Y,,3
M048,2025/05/25,Y,Major,3
M061,2025/04/07,N,Minor,3
M023,2025-05-14,Y,Minor,14
M096,15-03-2025,Y,Major,1
M082,14-02-2025,Y,Minor,2
M019,18-03-2025,Y,,15
M006,2025-03-03,N,,3
M059,2025-06-23,Y,Minor,12
M092,2025-05-12,Y,Minor,2
M009,2025-01-18,Y,Major,10
M094,2025-02-11,N,Minor,5
M049,2025/01/20,N,Minor,4
M042,2025-07-03,N,,2
M019,2025-01-24,N,,14
M032,2025/01/10,N,,11
M073,25-04-2025,Y,,10
M100,2025-05-10,N,,5
M007,10-02-2025,Y,Major,10
M003,2025-05-06,Y,Major,3
M024,2025/02/15,N,Minor,4
M019,26-05-2025,N,,10
M037,2025/04/11,Y,Minor,5
M053,2025/04/28,Y,Major,14
M076,05-01-2025,Y,Minor,5
M066,07-06-2025,Y,,9
M054,2025/03/06,Y,,8
M094,24-05-2025,Y,Minor,10
M069,23-05-2025,Y,,2
M014,2025/01/29,N,,15
M075,2025/02/19,Y,,4
M083,2025-05-24,Y,Minor,12
M004,21-02-2025,Y,,9
M015,27-01-2025,Y,Minor,7
M066,2025-07-15,Y,Major,12
M041,11-03-2025,Y,,1
M020,2025-02-28,N,,8
M031,06-02-2025,Y,,15
M099,10-01-2025,Y,,12
M045,2025-05-23,Y,Major,11
M032,2025-05-30,Y,,12
M049,08-03-2025,Y,Minor,4
M069,2025/03/29,N,Major,15
M015,28-05-2025,N,,13
M091,13-07-2025,Y,Major,7
M045,08-04-2025,N,Major,10
M083,2025-06-26,N,Major,15
M014,17-05-2025,N,,5
M048,10-01-2025,Y,Minor,9
M058,2025-04-22,N,Major,8
M032,2025-06-14,N,Minor,8
M078,2025-02-28,Y,Major,3
M039,2025-06-04,Y,,11
M084,2025-04-27,N,Minor,7
M068,2025/03/13,Y,Minor,13
M069,2025-07-16,N,,1
M063,08-05-2025,N,Minor,1
M008,28-04-2025,N,,3
M041,09-04-2025,Y,Major,15
M070,2025/04/28,Y,Major,11
M094,2025/04/13,N,Minor,15
M033,2025/02/13,N,Major,2
M063,2025-04-28,N,Major,9
M067,2025/06/05,N,Major,3
M013,2025-01-03,N,,14
M021,2025/04/01,Y,Major,2
M049,2025-01-16,N,,12
M002,2025/04/25,Y,,13
M075,2025-04-13,Y,,4
M002,2025/03/02,Y,Minor,6
M034,2025-02-14,N,Minor,4
M040,2025/01/22,Y,Minor,3
M078,2025/03/12,N,Minor,10
M009,10-04-2025,N,Minor,12
M039,22-05-2025,Y,,7
M041,2025-02-12,Y,,8
M065,29-05-2025,Y,Major,7
M032,2025/05/24,N,Minor,9
M069,2025/02/10,Y,Minor,14
M065,2025/05/26,Y,Minor,14
M080,12-01-2025,Y,Major,15
M094,02-03-2025,Y,,5
M037,2025/02/10,Y,Major,6
M031,2025/03/30,Y,Minor,3
M076,19-03-2025,Y,Major,8
M039,06-03-2025,N,Minor,14
M004,2025/02/17,Y,Minor,10
M058,2025/05/23,Y,,6
M040,2025/02/10,Y,Major,6
M019,2025-01-05,N,Major,13
M018,2025-05-20,N,Minor,14
M085,2025-03-23,N,Major,5
M007,2025-01-21,N,Minor,9
M004,24-04-2025,N,,12
M049,2025/07/18,N,Major,2
M080,2025/01/17,Y,Minor,14
M014,2025-02-18,N,Major,8
M006,2025/07/09,N,Minor,8
M044,2025-05-16,Y,,11
M059,04-07-2025,N,,11
M057,2025-02-12,Y,Minor,11
M043,2025-07-08,Y,Minor,15
M005,10-01-2025,Y,Major,13
M052,2025-01-04,N,,5
M001,2025/02/24,N,,15
M018,2025/01/02,Y,Major,1
M088,2025/05/16,N,,14
M022,2025-03-04,N,Major,14
M070,02-01-2025,N,,9
M051,09-06-2025,N,Major,4
M078,2025-07-11,Y,,9
M051,2025-03-10,N,Minor,12
M095,2025/02/12,Y,Major,8
M062,2025/02/02,Y,,7
M021,2025-04-27,N,Minor,8
M043,15-05-2025,N,Minor,13
M090,2025-01-31,N,,10
M044,2025-03-07,N,Major,1
M057,2025-03-09,N,Minor,10
M053,2025-03-17,Y,Major,1
M022,2025-01-03,N,,13
M028,2025-04-05,N,,5
M060,2025/01/11,N,Minor,13
M060,2025-05-16,Y,Major,5
M017,2025/03/08,N,Major,5
M081,2025/01/07,N,Minor,13
M017,2025-05-28,Y,,3
M077,2025-04-02,N,,14
M017,2025/05/06,Y,Major,7
M072,23-04-2025,N,Minor,2
M004,2025-01-25,Y,Minor,7
M012,2025/03/07,N,Major,13
M025,2025-03-26,N,Minor,8
M057,2025/03/27,N,Major,7
M026,06-07-2025,Y,,11
M045,25-03-2025,N,,4
M078,22-06-2025,Y,Minor,10
M076,2025/04/02,Y,,1
M088,2025-06-07,Y,Major,4
M043,22-02-2025,N,,15
M036,2025/03/15,Y,Major,9
M086,2025/05/01,Y,Minor,11
M068,2025/01/08,N,,5
M073,2025/02/09,Y,Major,8
M031,2025-05-30,N,Minor,6
M016,2025/02/20,Y,Minor,8
M039,2025/01/05,Y,,9
M006,2025/03/17,Y,Minor,10
M063,2025-06-30,Y,,11
M011,15-06-2025,Y,,7
M041,2025-04-07,Y,,1
M099,05-05-2025,N,Major,12
M022,10-06-2025,Y,,12
M100,2025/06/16,Y,Major,2
M003,2025-02-25,N,,13
M071,05-02-2025,N,Minor,8
M043,2025/06/02,Y,,4
M096,2025/02/09,Y,,15
M090,2025/02/07,Y,,1
M007,12-01-2025,Y,Major,5
M017,28-03-2025,N,Major,8
M055,2025-03-11,Y,Minor,5
M002,2025/03/20,N,Major,13
M016,2025/01/17,Y,Major,7
M001,2025/01/01,N,,4
M015,10-02-2025,N,Major,7
M072,2025-06-24,N,Major,9
M098,22-02-2025,N,,6
M050,2025-06-26,Y,,8
M037,2025/02/13,Y,Major,11
M079,12-02-2025,Y,Minor,6
M033,29-01-2025,N,Major,6
M073,13-04-2025,Y,,2
M065,2025/06/14,Y,,2
M083,2025/05/29,N,Minor,3
M060,2025-03-30,Y,,12
M066,2025-01-30,N,Major,4
M066,2025-04-19,Y,Major,13
M086,2025/03/18,Y,,3
M032,2025/03/16,Y,Minor,10
M009,27-05-2025,N,Major,7
M015,2025-05-15,N,,7
M020,2025-03-26,Y,Major,2
M098,04-06-2025,Y,Minor,2
M042,25-03-2025,Y,Major,14
M043,2025/04/28,N,Minor,12
M088,2025/07/12,Y,,6
M087,04-07-2025,N,Major,15
M046,2025/06/08,N,Major,13
M035,02-04-2025,N,,3
M082,2025-03-28,Y,Minor,2
M051,23-02-2025,N,Minor,7
M092,2025-03-14,N,Major,8
M052,04-03-2025,Y,,15
M092,2025-04-30,Y,Minor,13
M001,11-06-2025,Y,Major,11
M073,02-05-2025,Y,Major,11
M069,2025-05-08,N,,5
M029,25-04-2025,Y,,2
M097,05-07-2025,Y,,5
M086,2025-03-02,N,,5
M012,2025/05/07,N,,15
M046,04-02-2025,Y,Minor,15
M040,03-06-2025,N,Major,4
M032,2025/05/28,Y,Major,8
M040,2025-04-18,N,Major,13
M027,11-03-2025,N,,7
M066,2025-05-25,N,,8
M009,2025/02/06,Y,Major,3
M094,2025-05-10,Y,Major,13
M047,2025/04/11,N,Major,8
M036,2025-03-12,N,,1
M052,2025/04/28,Y,Major,9
M078,2025-01-24,N,Major,10
M099,30-05-2025,Y,Minor,10
M084,22-06-2025,N,,4
M069,20-01-2025,N,Minor,3
M016,2025-04-30,N,Minor,10
M008,2025-05-08,N,Minor,4
M091,2025-01-20,N,Major,6
M022,2025/04/17,N,Major,4
M057,24-03-2025,N,Major,12
M071,2025/01/16,N,,8
M053,2025-01-16,N,,9
